Simple_Sentence_ID,Complex_Sentence_ID,Annotated_Triples,
CS467-SIM-1,CS467,"(Dunboyne, was, 1887 Preakness Stakes winner)",
CS467-SIM-2,CS467,"(Jennings, bred, Dunboyne), (Jennings, owned, Dunboyne), (Jennings, trained, Dunboyne)",
CS467-SIM-3,CS467,"(Edward Robert Sellstrom, be born, 1916)",
CS468-SIM-1,CS468,"(He, born, Gowrie, Iowa)",
CS468-SIM-2,CS468,"(He,Graduated From,Gustavus Adolphus College), (He,Graduated In,1939)",
CS468-SIM-3,CS468,"(His, be located, St. Peter, Minnesota)",
CS468-SIM-4,CS468,"(He, be, Minister of Trade and Industry for Venezuela) (Minister of Trade and Industry for Venezuela, belong to, He)",
CS469-SIM-1,CS469,"(He, was, Director of the Central Bank of Venezuela), (Director of the Central Bank of Venezuela, of, Central Bank of Venezuela)",
CS469-SIM-2,CS469,"(He, was, Executive Director), (He, of, World Bank)",
CS469-SIM-3,CS469,"(He, Minister of, Trade and Industry), (He, Minister of, Venezuela), (He, Minister for, Venezuela)",
CS470-SIM-1,CS470,"(He,Director of,Central Bank of Venezuela), (He,Director of,Venezuela)",
CS470-SIM-2,CS470," (He,be,Executive Director), (Executive Director,of,World Bank)",
CS470-SIM-3,CS470,"(He, was, Minister of Trade and Industry for Venezuela)",
CS471-SIM-1,CS471,"(He, was Director of, Venezuelan Central Bank)",
CS471-SIM-2,CS471,"(He,be,Executive Director), (Executive Director,of,World Bank)",
CS471-SIM-3,CS471,"(Senai, is, airport town)",
CS472-SIM-1,CS472,"(It, be located, 25 kilometres from Johor Bahru, Malaysia) (25 kilometres, be from, Johor Bahru, Malaysia)",
CS472-SIM-2,CS472,"(Senai International Airport, is situated in, town)",
CS472-SIM-3,CS472," (Major multinational electronics manufacturers, have base in, Senai)",
CS472-SIM-4,CS472,"(Senai,is,airport town) (Senai,in,Malaysia)",
CS473-SIM-1,CS473,"(location, located, 25 kilometres from Johor Bahru)",
CS473-SIM-2,CS473,"(Senai International Airport, is, there)",
CS473-SIM-3,CS473,"(Senai,have,Major multinational electronics manufacturers) (Major multinational electronics manufacturers,based in,Senai)",
CS473-SIM-4,CS473,"(Bash,is,Unix shell)",
CS474-SIM-1,CS474,"(Brian Fox, wrote, Bash), (GNU Project, wrote, Bash)",
CS474-SIM-2,CS474,"(Magazine,affiliated with, North Korean Committee for the Promotion of International Trade)",
CS475-SIM-1,CS475,"(Foreign Trade Publishing House of North Korea, publish, It), (Quarterly, publish, It)",
CS475-SIM-2,CS475,"(Magazine, affiliated with, North Korea)",
CS476-SIM-1,CS476,"(Foreign Trade Publishing House, publish, quarterly)",
CS476-SIM-2,CS476,"(North Korean Committee for International Trade, promote, It)",
CS476-SIM-3,CS476,"(Walker, will star in, a new pilot for Lifetime)",
CS477-SIM-1,CS477,"(Single mother, Struggle to balance, Family and Work), (Single mother, Revolve around, Exit 19)",
CS477-SIM-2,CS477,"(Single mother, is, New York City homicide detective)",
CS477-SIM-3,CS477,"(Walker, star in, new pilot for Lifetime)",
CS478-SIM-1,CS478,"(show, titled, Exit 19)",
CS478-SIM-2,CS478," (single mother,revolves around,it)  (it, revolve around, single mother)",
CS478-SIM-3,CS478,"(She, balances, family and work) (She, struggles, to balance family and work)",
CS478-SIM-4,CS478,"(She, works as, New York City homicide detective)",
CS478-SIM-5,CS478,"(Chris Coyne,is,Australian footballer)",
CS479-SIM-1,CS479,"(He, plays for, Colchester United)",
CS479-SIM-2,CS479,"(He, plays, Australian national team)",
CS479-SIM-3,CS479,"(He, plays, centre back)",
CS479-SIM-4,CS479,"(Chris Coyne, is, Australian football player)",
CS480-SIM-1,CS480,"(He,plays for,Colchester United), (He,plays for,Australian national team)",
CS480-SIM-2,CS480,"(Coyne, is, centre back)",
CS480-SIM-3,CS480,"(Allieds, won, North Africa)",
CS481-SIM-1,CS481,"(Axis powers, fail to occupy, Egypt)",
CS481-SIM-2,CS481,"(Suez Canal,was out of, Axis control)",
CS481-SIM-3,CS481,"(Axis Powers, lost access to, Middle Eastern and Persian oil fields)",
CS481-SIM-4,CS481,"(The Allieds,won,North African Campaign)",
CS482-SIM-1,CS482," (The Axis, failed to control, Egypt) (The Axis, failed to control, Suez Canal) (The Axis, failed to control, Middle Eastern oil fields)",
CS482-SIM-2,CS482,"(Allies,prevented,Axis ambitions) (Axis,had ambitions in,region)",
CS482-SIM-3,CS482,"(Axis,gain access to,Persian oil fields)",
CS482-SIM-4,CS482," (Narew River, is, long section)  (The site, is, long section of the Narew River)",
CS483-SIM-1,CS483,"(It, is, natural swampy valley) (natural swampy valley, is, It) (It, has, swampy valley)  (swampy valley, has, It)",
CS483-SIM-2,CS483,"(site, has, moraine hills)",
CS483-SIM-3,CS483,"(Braided river, is typical of, It)",
CS483-SIM-4,CS483,"(Michael Levin, is, a Tufts biologist)",
CS484-SIM-1,CS484,"(He, will lead, the center)",
CS484-SIM-2,CS484,"(His, focus on, communications between cells)",
CS484-SIM-3,CS484,"(He, will study, causation of birth defects) (He, will study, cancer)(He, will study, traumatic injuries)(He, will study, degenerative diseases)",
CS484-SIM-4,CS484,"(District, created, 2000)",
CS485-SIM-1,CS485,"(It,balance,Republicans), (It,balance,Democrats)",
CS485-SIM-2,CS485,"(Democratic majority, has, slight)",
CS485-SIM-3,CS485,"(The district, was created, after the 2000 census)",
CS486-SIM-1,CS486,"(Registered Republicans, balance, Democrats)",
CS486-SIM-2,CS486,"(registration, has gained, Democratic Advantage)",
CS486-SIM-3,CS486,"(2000 census, create, district)",
CS487-SIM-1,CS487,"(Republicans, balance, Democrats)",
CS487-SIM-2,CS487,"(It, has gained, Democratic advantage) (Democratic, advantage of , It)",
CS487-SIM-3,CS487,"(June, wears, blue jeans) (June, wears, green shirt)",
CS488-SIM-1,CS488,"(green shirt, has, her symbol)",
CS488-SIM-2,CS488,"(shirt, exposes, lower belly and navel)",
CS488-SIM-3,CS488,"(June, wears, her hair back)",
CS488-SIM-4,CS488,"(June, wears, blue jeans), (June, wears, green shirt)",
CS488-SIM-5,CS488,"(June,Wear,Different Clothing) (June,Go To Bed,Different Clothing)",
CS488-SIM-6,CS488,"(The second case, is, nurse), (case, in, Mali), (second case, was, nurse)",
CS489-SIM-1,CS489,"(Nurse,treated,Imam)",
CS489-SIM-2,CS489,"(The doctor, treated, Imam)",
CS489-SIM-3,CS489,"(The doctor, be, third case)",
CS489-SIM-4,CS489," (A nurse, treated, Imam) (Imam, treated by, A nurse) (Imam, treated in, second case)  (Second case, happened in, Mali)",
CS490-SIM-1,CS490,"(Imam, treated by, Doctor) (Doctor, was, third case in Mali)",
CS490-SIM-2,CS490,"(Nurse,Be,Second case), (Nurse,Be in,Mali)",
CS491-SIM-1,CS491,"(doctor,be,third case in Mali)",
CS491-SIM-2,CS491,"(Nurse, treated, Imam)",
CS491-SIM-3,CS491,"(The doctor, treated, Imam)",
CS491-SIM-4,CS491,"(The laser chip, is mounted on, thermoelectric cooler)",
CS492-SIM-1,CS492,"(package,temperature adjust,fine tune wavelength)",
CS492-SIM-2,CS492,"(Telecommunication lasers,use,wavelength control)",
CS492-SIM-3,CS492,"(A thermoelectric cooler, stabilizes, temperature)",
CS492-SIM-4,CS492,"(Temperature, be adjusted, Small)",
CS492-SIM-5,CS492,"(Leslie Lemke, was born, Milwaukee, Wisconsin)",
CS493-SIM-1,CS493,"(Leslie Lemke, born, prematurely)",
CS493-SIM-2,CS493,"(Leslie Lemke, have, glaucoma)",
CS493-SIM-3,CS493,"(Leslie Lemke, have, cerebral palsy)",
CS493-SIM-4,CS493,"(Leslie Lemke, have, brain damage)",
CS493-SIM-5,CS493," (Leslie Lemke,was born,prematurely)  (Leslie Lemke,was born in,Milwaukee, Wisconsin)",
CS494-SIM-1,CS494,"(Leslie Lemke, had, glaucoma), (Leslie Lemke, had, cerebral palsy), (Leslie Lemke, had, brain damage)",
CS494-SIM-2,CS494,"(Leslie Lemke, was born, prematurely) (Leslie Lemke, was born, in Milwaukee) (Leslie Lemke, was born, in Wisconsin)",
CS495-SIM-1,CS495,"(Leslie Lemke, have, glaucoma), (Leslie Lemke, have, cerebral palsy), (Leslie Lemke, have, brain damage)",
CS495-SIM-2,CS495,"(She,born in,Honolulu,Hawaii)",
CS496-SIM-1,CS496,"(She,is a graduate of,Sarah Lawrence College)",
CS496-SIM-2,CS496,"(Benjamin, used, GI Bill benefits)",
CS497-SIM-1,CS497,"(He, went back to, school), (school, at, Lake Washington Institute of Technology), (Lake Washington Institute of Technology, in, Redmond)",
CS497-SIM-2,CS497,"(He, graduated with, Associate of Science degree in Engineering Graphics), (He, graduated in, June 2003)",
CS497-SIM-3,CS497,"(Benjamin, use, GI Bill benefits)",
CS498-SIM-1,CS498,"(He, go back, school)(He, attend, Lake Washington Institute of Technology)",
CS498-SIM-2,CS498,"(He, graduated with, Associate of Science degree in Engineering Graphics)",
CS498-SIM-3,CS498,"(His, graduate, June 2003) (He, graduate in, June 2003)",
CS498-SIM-4,CS498,"(1856 United States presidential election, be, 18th quadrennial election)",
CS499-SIM-1,CS499,"(event,held on,November 4, 1856)",
CS499-SIM-2,CS499," (United States, held, presidential election)  (presidential election, held in, 1856)",
CS500-SIM-1,CS500,"(Presidential Election, was, 18th quadrennial)",
CS500-SIM-2,CS500,"(Election, take place on, November 4, 1856)",
CS500-SIM-3,CS500,"(18th quadrennial presidential election, held, November 4, 1856)",
CS501-SIM-1,CS501,"(a) (The United States, held, presidential election of 1856) (b) (presidential election of 1856, held in, November)",
CS501-SIM-2,CS501," (The election of 1856,took place,on November 4)  (The election of 1856,occurred in,U.S.)",
CS501-SIM-3,CS501,"(Hydrogen, can be extracted, helium) (Helium, can be extracted, Hydrogen)",
CS502-SIM-1,CS502,"(fusion reactor fuel,could be used as,these elements)",
CS502-SIM-2,CS502,"(They,can,assemble), (They,can,smaller stars)",
CS502-SIM-3,CS502,"(This,improve,efficiency) (Their,improve,efficiency)",
CS502-SIM-4,CS502,"(Glenn Bell, is, professional rugby league footballer)",
CS503-SIM-1,CS503,"(He,played,1980s), (He,played,1990s)",
CS503-SIM-2,CS503,"(He, represented, Scotland), (He, representative level, Scotland)",
CS503-SIM-3,CS503,"(He,played for,Featherstone Rovers), (He,played for,Dewsbury Rams), (He,played for,Doncaster)",
CS503-SIM-4,CS503,"(He, not awarded, Best Actor of the Year)",
CS504-SIM-1,CS504,"(Nigar Award Jury,prevented,him)(Favoritism,prevented,him)",
CS504-SIM-2,CS504,"(Jessica, reprimanded, Mike)",
CS505-SIM-1,CS505,"(Daniel, have, affair)",
CS505-SIM-2,CS505,"(Person, Embezzle, Money)",
CS505-SIM-3,CS505,"(Jessica,reprimanded,Mike), (Mike, reprimanded by, Jessica)",
CS506-SIM-1,CS506,"(Daniel, have, affair)",
CS506-SIM-2,CS506,"(Person, embezzled, money) (Money, pay for, affair)",
CS506-SIM-3,CS506,"(Jessica, reprimanded, Mike), (Mike, reprimanded loudly, Jessica)",
CS507-SIM-1,CS507,"(Daniel, had, affair)",
CS507-SIM-2,CS507,"(Money, embezzled, null)",
CS507-SIM-3,CS507,"(Kelley, specialized in, field of child abuse), (Kelley, specialized in, 1979), (field of child abuse, specialized in, Kelley)",
CS508-SIM-1,CS508,"(Kelley, has appeared as, a featured expert on child abuse); (Kelley, is, an expert on child abuse); (national programs, features, Kelley)",
CS508-SIM-2,CS508,"(Kelley, be featured on, The Today Show), (Kelley, be featured on, NBC Evening News), (Kelley, be featured on, CBS Morning News),(Kelley, be an expert on, Child Abuse)",
CS508-SIM-3,CS508,"(Percy, is_twin_of, Barton Grimes) (Barton Grimes, is_twin_of, Percy) (Percy, is_brother_of, Barton Grimes) (Barton Grimes, is_brother_of, Percy)",
CS509-SIM-1,CS509,"(twins, found, Brothers Grimm mannikins)",
CS509-SIM-2,CS509,"(They,decided,to try the costumes on)",
CS509-SIM-3,CS509,"(Middleton on the Hill, is, village); (village, in, England)",
CS510-SIM-1,CS510,"(It, located_in, north east Herefordshire)",
CS510-SIM-2,CS510,"(village,near,border), (village,near,Worcestershire)",
CS510-SIM-3,CS510," (Middleton on the Hill, is, village) (Middleton on the Hill, located in, England)",
CS511-SIM-1,CS511,"(It, is located near, border) (border, is between, Herefordshire) (border, is between, Worcestershire)",
CS511-SIM-2,CS511,"(Village, located_in, North East Herefordshire)",
CS511-SIM-3,CS511,"(Middleton on the Hill, is, village), (village, in, England)",
CS512-SIM-1,CS512,"(It,is located,in north east Herefordshire)",
CS512-SIM-2,CS512,"(It, near, border) (border, with, Worcestershire)",
CS512-SIM-3,CS512,"(Bath Stone,has been used as,building material) (southern England,has been used to build, building material)",
CS513-SIM-1,CS513,"(Churches, have been built with, Bath Stone) (Houses, have been built with, Bath Stone) (Railway stations, have been built with, Bath Stone)",
CS513-SIM-2,CS513,"(Bath Stone, has been used, extensively in the region)",
CS513-SIM-3,CS513," (Bath Stone,has been used in,construction in Southern England) (Southern England,has been used with,Bath Stone)",
CS514-SIM-1,CS514,"(Bath Stone,has been used to build,churches) (Bath Stone,has been used to build,homes) (Bath Stone,has been used to build,public infrastructure) (public infrastructure,has been constructed with,Bath Stone)(railway stations,have been constructed with,Bath Stone)",
CS514-SIM-2,CS514,"(Walnut Valley Unified School District, is located in, Greater Los Angeles Area)",
CS515-SIM-1,CS515,"(City of Walnut, serves, parts), (City of Diamond Bar, serves, parts)",
CS515-SIM-2,CS515,"(Walnut Valley Unified School District, located in, Greater Los Angeles Area)",
CS516-SIM-1,CS516,"(City of Walnut,serves parts of,City of Diamond Bar), (City of Walnut,parts of,City of Diamond Bar), (City of Diamond Bar,parts of,City of Walnut)",
CS516-SIM-2,CS516," (Nevada City Downtown Historic District, is in, Nevada City, California)  (Nevada City, is city of, California)",
CS517-SIM-1,CS517," (Nevada City Downtown Historic District, was listed, on the National Register of Historic Places) (Nevada City Downtown Historic District, registered in, 1985)",
CS517-SIM-2,CS517," (The Nevada City Downtown Historic District, is in, California)",
CS518-SIM-1,CS518," (The Nevada City Downtown Historic District, listed on, National Register of Historic Places)  (The Nevada City Downtown Historic District, registered in, 1985)",
CS518-SIM-2,CS518,"(Nevada City, has, historic district)",
CS518-SIM-3,CS518," (The Nevada City Downtown Historic District, is, National Register of Historic Places) (National Register of Historic Places, is, The Nevada City Downtown Historic District)",
CS518-SIM-4,CS518,"(TransLink, owns, new bridge)",
CS519-SIM-1,CS519,"(bridge, span, one kilometre)",
CS519-SIM-2,CS519,"(Its,has clearance of, 40 metres)",
CS519-SIM-3,CS519,"(construction work, create, 13 kilometres of new road)",
CS519-SIM-4,CS519,"(TransLink, own, bridge)",
CS520-SIM-1,CS520,"(Bridge,span,1 kilometre)",
CS520-SIM-2,CS520,"(bridge,have,clearance of 40 metres)",
CS520-SIM-3,CS520,"(new bridge, create, 13 kilometres of new road) (bridge, create, 13 kilometres of new road) (road, created by, new bridge)",
CS520-SIM-4,CS520,"(Avon Products Inc, founded, David H. McConnell) (David H. McConnell, founded, Avon Products Inc) (1886, founded, Avon Products Inc)",
CS521-SIM-1,CS521,"(Avon, is, direct selling company)",
CS521-SIM-2,CS521,"(Avon, specializes in, beauty) (Avon, specializes in, household) (Avon, specializes in, personal care categories)",
CS521-SIM-3,CS521," (Julio Javier Marchant, is, Footballer)",
CS522-SIM-1,CS522,"(He,plays for, CD Nacional)",
CS522-SIM-2,CS522,"(He, is from, Santiago del Estero), (He, is from, Argentina)",
CS522-SIM-3,CS522,"(He, started, property development business)",
CS523-SIM-1,CS523,"(He, worked, commentator), (He, worked, motor sport), (commentator, on, motor sport)",
CS523-SIM-2,CS523,"(He, worked with, Darrell Eastlake) (He, moved, TV coverage of the motorcycle Grand Prix series) (Darrell Eastlake, worked at, SBS TV and the Nine Network) (TV coverage of the motorcycle Grand Prix series, moved to, Network Ten)",
CS523-SIM-3,CS523,"(He, had, property development business)",
CS524-SIM-1,CS524,"(He,be,commentator), (commentator,commentate,motor sport)",
CS524-SIM-2,CS524,"(He,worked for,SBS TV)",
CS524-SIM-3,CS524,"(He,worked for,Nine Network) (He,worked with,Darrell Eastlake)",
CS524-SIM-4,CS524,"(Network Ten, moved, TV coverage of the motorcycle Grand Prix series)",
CS524-SIM-5,CS524,"(Burckle Crater, likely, large scale comet or meteorite impact event)",
CS525-SIM-1,CS525,"(Burckle Crater, located, between Madagascar and Western Australia), (Burckle Crater, located, in southern Indian Ocean)",
CS525-SIM-2,CS525,"(She, was inspired by, vignettes)",
CS526-SIM-1,CS526,"(she,appear,stage)",
CS526-SIM-2,CS526,"(She, performed, song), (She, performed, fans)",
CS526-SIM-3,CS526,"(She, appears, on stage)(She, after, the curtain lifts)",
CS527-SIM-1,CS527,"(She, greeted, hundreds of fans)",
CS527-SIM-2,CS527,"(She, performs, rest of song)",
CS527-SIM-3,CS527,"(She,was seemingly inspired by,vignettes) (She,was inspired by,the vignettes)",
CS527-SIM-4,CS527,"(He,succeeded,Pope John XXIII)",
CS528-SIM-1,CS528,"(He, continued, Second Vatican Council)",
CS528-SIM-2,CS528,"(He, improved, ecumenical relations) (He, improved, Orthodox) (He, improved, Protestants)",
CS528-SIM-3,CS528,"(Agreements,led to,meetings) (Meetings,result of,agreements)",
CS528-SIM-4,CS528,"(He,continued,Second Vatican Council)",
CS529-SIM-1,CS529,"(He, fostered, improved ecumenical relations)",
CS529-SIM-2,CS529,"(many historic meetings, result in, agreements)",
CS529-SIM-3,CS529," (Guy Mathez, is, Swiss football manager)",
CS530-SIM-1,CS530,"(He, is_from, Canton of Jura)",
CS530-SIM-2,CS530," (Gordon Brown, announced, plans for privatisation)  (2006 Budget, announced, plans for privatisation)",
CS531-SIM-1,CS531,"(It, remain, statutory corporation), (statutory corporation, until, sale)",
CS531-SIM-2,CS531,"(Character, debut, 7 January 2010)",
CS532-SIM-1,CS532,"(character, left, programme), (character, left, 8 March 201)",
